;M01_1_N;M02_1_N;M03_1_N;M04_1_N;M05_1_N;M06_1_N;M01_2_N;M02_2_N;M03_2_N;M04_2_N;M05_2_N;M06_2_N;M07_2_N;M08_2_N;M09_2_N;M10_2_N;M11_2_N;M12_2_N;M01_3_N;M02_3_N;M03_3_N;M04_3_N;M05_3_N;M06_3_N;M07_3_N;M08_3_N;M09_3_N;M10_3_N;M11_3_N;M12_3_N;M13_3_N;M14_3_N;M15_3_N;M16_3_N;M17_3_N;status
0;1.7;5.1;5.1;3.3;1.7;5.1;1.7;5.1;5.1;3.3;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;3.3;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1.7;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
2;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
3;2.3;1.7;5.1;1.0;5.1;5.1;2.3;1.7;5.1;1.0;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;2.3;1.7;5.1;1.0;2.3;0.0;5.1;5.1;5.1;1.0;1.0;5.1;5.1;5.1;5.1;1.3;5.1;1
4;1.7;3.0;5.1;1.0;1.7;1.7;1.7;3.0;1.3;1.0;1.7;1.7;1.3;5.1;5.1;5.1;1.0;5.1;1.7;3.0;1.3;1.0;1.7;0.0;0.0;5.1;2.0;2.0;1.0;5.1;5.1;1.0;5.1;1.3;5.1;0
5;2.3;3.3;1.3;5.1;2.0;5.1;2.3;3.3;1.3;3.3;2.0;3.3;5.1;5.1;3.3;5.1;5.1;5.1;2.3;3.3;1.3;3.3;2.0;0.0;0.0;5.1;3.3;3.3;5.0;5.1;5.1;5.1;5.1;1.7;5.1;0
6;2.7;5.1;1.7;5.0;5.1;3.3;2.7;5.1;1.7;2.0;5.1;3.3;5.1;5.1;1.7;5.0;5.1;5.1;2.7;4.0;1.7;2.0;2.0;0.0;0.0;5.1;1.7;3.7;5.0;5.1;5.1;5.1;5.1;1.7;5.1;1
7;1.7;3.3;5.1;3.0;2.0;3.7;1.7;3.3;1.7;3.0;2.0;3.7;5.1;5.1;2.3;5.1;4.0;5.1;1.7;3.3;1.7;3.0;2.0;0.0;0.0;5.1;2.3;3.3;4.0;5.1;3.0;3.0;5.1;1.0;5.1;0
8;3.3;5.1;5.1;1.0;2.3;5.1;3.3;5.1;5.1;1.0;2.3;5.1;5.1;5.1;1.3;5.1;2.3;5.1;3.3;5.1;1.3;1.0;2.3;0.0;5.1;5.1;1.3;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;1
9;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
10;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
11;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
12;4.0;5.1;2.7;3.0;1.3;5.1;4.0;5.1;2.7;3.0;1.3;5.1;5.1;1.3;2.3;5.1;3.7;5.1;4.0;5.1;2.7;3.0;1.3;0.0;0.0;1.3;2.3;4.0;3.7;5.1;5.1;5.1;5.1;1.3;5.1;0
13;3.0;3.3;2.7;5.0;1.3;2.0;3.0;3.3;2.7;3.0;1.3;2.0;3.3;1.3;2.3;3.3;5.0;5.1;3.0;3.3;2.7;3.0;1.3;0.0;0.0;1.3;2.3;3.3;5.0;5.1;3.3;1.0;4.0;1.3;5.1;0
14;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.1;1.7;3.7;5.1;5.1;5.1;5.0;5.0;5.0;5.0;5.0;0.0;0.0;1.7;3.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
15;5.1;3.0;5.1;2.3;5.1;5.1;4.0;3.0;2.0;2.3;5.1;2.0;5.1;5.1;5.1;5.1;2.7;5.1;4.0;3.0;2.0;2.3;1.3;0.0;0.0;5.1;2.0;5.1;2.7;5.1;5.1;5.1;5.1;1.3;5.1;0
16;2.3;1.7;5.1;1.0;1.3;5.1;2.3;1.7;5.1;1.0;1.3;1.7;1.3;1.3;1.7;5.1;1.7;5.1;2.3;1.7;5.1;1.0;1.3;0.0;0.0;1.3;1.7;1.7;1.7;5.1;1.7;1.0;5.1;1.0;5.1;0
17;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
18;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
19;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.1;2.7;5.1;5.1;5.0;5.1;5.1;3.3;5.1;5.1;5.1;4.0;5.1;2.7;5.1;5.1;0.0;0.0;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
20;5.1;4.0;5.1;2.0;5.1;5.1;2.3;4.0;1.0;2.0;5.1;5.1;2.7;5.1;2.3;5.1;3.7;5.1;2.3;4.0;1.0;2.0;1.3;0.0;0.0;5.1;2.3;3.0;3.7;5.1;5.1;5.1;5.1;1.3;5.1;0
21;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
22;5.1;1.7;5.1;5.1;1.7;5.1;1.3;1.7;5.1;5.1;1.7;1.0;5.1;5.1;1.3;5.1;5.1;5.1;1.3;1.7;1.0;1.7;1.7;0.0;0.0;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;0
23;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
24;2.7;2.3;5.1;5.1;5.1;3.0;2.7;2.3;5.1;5.1;5.1;3.0;5.1;5.1;5.1;5.1;5.1;5.1;2.7;2.3;5.1;5.1;1.7;0.0;0.0;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0
25;1.3;1.0;5.1;1.3;1.3;5.1;1.3;1.0;5.1;1.3;1.3;5.1;1.0;1.3;5.1;2.3;1.0;5.1;1.3;1.0;1.3;1.3;1.3;0.0;5.1;1.3;5.1;2.3;1.0;5.1;2.0;1.3;5.1;1.0;1.7;0
26;5.0;5.1;2.7;5.1;2.3;5.1;2.0;2.7;2.7;5.1;2.3;5.1;5.1;1.0;5.1;5.1;5.1;5.1;2.0;2.7;2.7;5.1;2.3;0.0;0.0;1.0;5.1;4.0;5.1;5.1;5.1;1.0;5.1;1.3;5.1;0
27;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;5.1;5.1;5.1;5.1;1.3;2.7;5.1;5.1;5.1;4.0;5.1;2.7;5.1;1.7;0.0;0.0;1.3;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
28;5.1;1.7;5.1;1.3;1.7;5.1;5.1;1.7;1.3;1.3;1.7;5.1;2.3;1.7;5.1;5.1;4.0;5.1;2.7;1.7;1.3;1.3;1.7;0.0;0.0;1.7;1.3;5.1;4.0;5.1;5.1;5.1;5.1;1.3;5.1;0
29;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
30;5.1;5.1;5.1;5.1;1.0;5.1;5.1;5.1;1.7;5.1;1.0;5.1;5.1;1.3;1.3;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1.0;0.0;0.0;1.3;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
31;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
32;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
33;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
34;3.0;5.1;5.1;5.1;5.1;5.1;3.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;3.0;2.0;5.1;5.1;2.0;0.0;0.0;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;0
35;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;1.0;5.1;5.1;5.1;5.1;5.1;1.7;5.1;2.7;5.1;3.0;1.0;1.0;1.0;2.0;0.0;0.0;5.1;1.7;5.1;2.7;5.1;5.1;5.1;5.1;5.1;5.1;0
36;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
